date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:40	12791/12791	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:23%20GMT	http://docs.laravel.fr/3/database/redis	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/database/redis.html	(from http://docs.laravel.fr/3)
17:12:41	14426/14426	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:24%20GMT	http://docs.laravel.fr/3/cache/config	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/cache/config.html	(from http://docs.laravel.fr/3)
17:12:42	12701/12701	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:25%20GMT	http://docs.laravel.fr/3/cache/usage	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/cache/usage.html	(from http://docs.laravel.fr/3)
17:12:43	14879/14879	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:26%20GMT	http://docs.laravel.fr/3/session/config	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/session/config.html	(from http://docs.laravel.fr/3)
17:12:44	12989/12989	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:27%20GMT	http://docs.laravel.fr/3/session/usage	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/session/usage.html	(from http://docs.laravel.fr/3)
17:12:45	11969/11969	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:28%20GMT	http://docs.laravel.fr/3/auth/config	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/auth/config.html	(from http://docs.laravel.fr/3)
17:12:46	13787/13787	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:29%20GMT	http://docs.laravel.fr/3/auth/usage	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/auth/usage.html	(from http://docs.laravel.fr/3)
17:12:48	12909/12909	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:31%20GMT	http://docs.laravel.fr/3/artisan/tasks	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/artisan/tasks.html	(from http://docs.laravel.fr/3)
17:12:49	15847/15847	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Mar%202014%2017:22:32%20GMT	http://docs.laravel.fr/3/artisan/commands	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/artisan/commands.html	(from http://docs.laravel.fr/3)
17:12:50	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:33%20GMT	http://docs.laravel.fr/4.1/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4.1/4/security	(from http://docs.laravel.fr/4.1/introduction)
17:12:51	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:34%20GMT	http://docs.laravel.fr/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4/security.html	(from http://docs.laravel.fr/4.1)
17:12:52	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:35%20GMT	http://docs.laravel.fr/dev/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/dev/4/security.ad.delayed	(from http://docs.laravel.fr/dev/introduction)
17:12:53	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:36%20GMT	http://docs.laravel.fr/4.0/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4.0/4/security.ae.delayed	(from http://docs.laravel.fr/4.0/introduction)
17:12:55	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:38%20GMT	http://docs.laravel.fr/telecharger	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/telecharger.af.delayed	(from http://docs.laravel.fr/3/installation)
17:12:55	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:39%20GMT	http://docs.laravel.fr/3/vues	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/vues.html	(from http://docs.laravel.fr/3)
17:12:56	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:39%20GMT	http://docs.laravel.fr/3/controllers	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/controllers.b0.delayed	(from http://docs.laravel.fr/3/ioc)
17:12:57	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:40%20GMT	http://docs.laravel.fr/3/database/options	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/database/options.b1.delayed	(from http://docs.laravel.fr/3/database/config)
17:12:58	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:42%20GMT	http://docs.laravel.fr/3/install	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/install.b2.delayed	(from http://docs.laravel.fr/3/artisan/commands)
17:12:59	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:42%20GMT	http://docs.laravel.fr/3/routing	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/routing.b3.delayed	(from http://docs.laravel.fr/3/artisan/commands)
17:13:00	417/417	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Mar%202014%2017:22:43%20GMT	http://docs.laravel.fr/3/bundles/	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/bundles/index.html	(from http://docs.laravel.fr/3/artisan/commands)
17:13:01	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:44%20GMT	http://docs.laravel.fr/4.1/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4.1/4/security.html	(from http://docs.laravel.fr/4.1/introduction)
17:13:01	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:44%20GMT	http://docs.laravel.fr/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4/security.html	(from http://docs.laravel.fr/4.1)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/dev/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/dev/4/security.html	(from http://docs.laravel.fr/dev/introduction)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/4.0/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4.0/4/security.html	(from http://docs.laravel.fr/4.0/introduction)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/telecharger	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/telecharger.html	(from http://docs.laravel.fr/3/installation)
17:13:01	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:44%20GMT	http://docs.laravel.fr/3/vues	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/vues.html	(from http://docs.laravel.fr/3)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/controllers	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/controllers.html	(from http://docs.laravel.fr/3/ioc)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/database/options	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/database/options.html	(from http://docs.laravel.fr/3/database/config)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/install	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/install.html	(from http://docs.laravel.fr/3/artisan/commands)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/routing	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/routing.html	(from http://docs.laravel.fr/3/artisan/commands)
17:13:01	4334/4334	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2003%20Mar%202014%2017:22:45%20GMT	http://docs.laravel.fr/4.1/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4.1/4/security.html	(from http://docs.laravel.fr/4.1/introduction)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/dev/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/dev/4/security.html	(from http://docs.laravel.fr/dev/introduction)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/4.0/4/security	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/4.0/4/security.html	(from http://docs.laravel.fr/4.0/introduction)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/telecharger	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/telecharger.html	(from http://docs.laravel.fr/3/installation)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/controllers	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/controllers.html	(from http://docs.laravel.fr/3/ioc)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/database/options	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/database/options.html	(from http://docs.laravel.fr/3/database/config)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/install	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/install.html	(from http://docs.laravel.fr/3/artisan/commands)
17:13:01	0/-1	---M--	500	error ('')			http://docs.laravel.fr/3/routing	E:/web/framework/laravel/Laravel%20Doc/docs.laravel.fr/3/routing.html	(from http://docs.laravel.fr/3/artisan/commands)
